ID,loc,title,bedroom,bathroom,parking_space,zone,rooms,bathroom_ratio,price
8919,0.025847214244686962,6.0,,5.0,3.0,1,,,1911562.226
2528,0.026995979322228605,8.0,1.0,1.0,3.0,4,2.0,0.5,2634300.327
2443,0.02822679904816608,5.0,3.0,,1.0,5,,,1881345.666
9147,0.028144744399770247,,9.0,7.0,2.0,1,16.0,0.4375,3640100.135
492,,8.0,2.0,1.0,2.0,-1,3.0,0.3333333333333333,1784090.09
1341,0.025847214244686962,1.0,1.0,2.0,,1,3.0,0.6666666666666666,1063755.762
2265,0.028555017641749406,3.0,3.0,2.0,3.0,3,5.0,0.4,1680531.238
10855,,8.0,1.0,4.0,5.0,-1,5.0,0.8,1432662.471
11007,0.02773447115779109,8.0,5.0,2.0,1.0,0,7.0,0.2857142857142857,2343726.968
2164,0.028144744399770247,6.0,3.0,1.0,3.0,1,4.0,0.25,1380745.287
294,0.026913924673832773,3.0,1.0,1.0,4.0,5,2.0,0.5,1662119.34
9097,,4.0,6.0,3.0,4.0,-1,9.0,0.3333333333333333,1878084.662
1088,,2.0,7.0,1.0,6.0,-1,8.0,0.125,2961357.182
12201,0.02773447115779109,6.0,,1.0,4.0,0,,,1018933.092
5486,0.02773447115779109,10.0,,3.0,4.0,5,,,4504722.885
5914,0.02830885369656191,3.0,6.0,3.0,1.0,2,9.0,0.3333333333333333,2159252.05
4073,0.027980635102978584,2.0,1.0,6.0,,5,7.0,0.8571428571428571,1242111.88
12252,0.027570361860999426,6.0,7.0,1.0,,5,8.0,0.125,2398112.073
9131,0.02732419791581193,8.0,4.0,4.0,6.0,0,8.0,0.5,2369407.633
1795,0.026585706080249447,4.0,4.0,5.0,2.0,3,9.0,0.5555555555555556,2023556.839
1368,0.028965290883728564,6.0,,2.0,3.0,1,,,2020608.451
3132,0.026995979322228605,8.0,4.0,1.0,2.0,4,5.0,0.2,2970083.038
12660,0.02773447115779109,6.0,8.0,4.0,3.0,0,12.0,0.3333333333333333,2495190.848
2171,0.028555017641749406,2.0,2.0,3.0,,3,5.0,0.6,1321523.503
12347,0.02773447115779109,2.0,5.0,6.0,3.0,0,11.0,0.5454545454545454,1779751.975
3829,,3.0,2.0,1.0,2.0,-1,3.0,0.3333333333333333,1856636.96
4816,0.028555017641749406,,9.0,7.0,2.0,2,16.0,0.4375,3294034.92
4463,0.027570361860999426,4.0,5.0,3.0,3.0,5,8.0,0.375,2015798.184
10645,0.02773447115779109,6.0,9.0,3.0,,0,12.0,0.25,2647285.463
12264,0.025847214244686962,5.0,5.0,5.0,,1,10.0,0.5,2295089.136
2048,0.0288011815869369,2.0,1.0,,3.0,1,,,759785.3875
2011,0.02830885369656191,6.0,,5.0,4.0,2,,,1159894.928
12667,0.0303602199064577,9.0,9.0,7.0,4.0,2,16.0,0.4375,2398756.965
1514,,2.0,1.0,2.0,4.0,-1,3.0,0.6666666666666666,917952.9168
1779,0.026995979322228605,10.0,1.0,2.0,4.0,4,3.0,0.6666666666666666,3187305.666
1416,0.02830885369656191,3.0,4.0,3.0,3.0,2,7.0,0.42857142857142855,1784542.16
9263,0.025847214244686962,6.0,2.0,2.0,,1,4.0,0.5,1216013.453
1503,0.027980635102978584,4.0,2.0,2.0,,1,4.0,0.5,1207876.39
3904,0.026667760728645278,2.0,,7.0,5.0,4,,,2323261.178
1491,0.026503651431853615,10.0,5.0,1.0,3.0,4,6.0,0.16666666666666666,2794783.174
2233,0.026667760728645278,5.0,3.0,1.0,,4,4.0,0.25,2295277.786
2176,0.025847214244686962,9.0,5.0,1.0,1.0,1,6.0,0.16666666666666666,1439218.952
317,0.027898580454582753,3.0,,1.0,3.0,4,,,2593417.09
2741,0.02830885369656191,1.0,,1.0,2.0,2,,,1080677.471
9033,0.028390908344957742,3.0,6.0,,5.0,3,,,2151566.18
9710,0.0303602199064577,,3.0,6.0,1.0,2,9.0,0.6666666666666666,1362753.122
668,,2.0,5.0,1.0,1.0,-1,6.0,0.16666666666666666,1263297.324
2999,0.02830885369656191,4.0,5.0,3.0,6.0,5,8.0,0.375,2461852.625
6624,0.027078033970624436,3.0,,3.0,1.0,0,,,1944333.649
2637,0.0303602199064577,5.0,5.0,1.0,3.0,2,6.0,0.16666666666666666,1952779.535
1992,0.0303602199064577,3.0,,1.0,1.0,2,,,1188166.413
10032,0.02773447115779109,3.0,7.0,3.0,5.0,5,10.0,0.3,2709414.08
7535,0.028637072290145237,7.0,,2.0,2.0,4,,,2998815.356
7565,0.026585706080249447,3.0,1.0,2.0,2.0,3,3.0,0.6666666666666666,1371978.981
1885,0.0288011815869369,10.0,4.0,2.0,,1,6.0,0.3333333333333333,1651857.326
2314,0.025847214244686962,2.0,1.0,2.0,2.0,1,3.0,0.6666666666666666,960691.2702
10827,0.02674981537704111,5.0,7.0,5.0,2.0,2,12.0,0.4166666666666667,2412575.815
6384,0.028390908344957742,2.0,2.0,2.0,4.0,3,4.0,0.5,998354.1336
93,0.0288011815869369,7.0,1.0,2.0,2.0,1,3.0,0.6666666666666666,819140.0702
4047,0.0303602199064577,10.0,3.0,5.0,,2,8.0,0.625,2823360.613
12004,0.027570361860999426,,7.0,1.0,,5,8.0,0.125,2010268.347
5949,0.025601050299499467,9.0,4.0,,6.0,3,,,1345716.955
9562,0.027980635102978584,3.0,1.0,3.0,4.0,5,4.0,0.75,1485988.5
8950,0.026585706080249447,3.0,,3.0,,3,,,2177459.434
315,0.028637072290145237,2.0,4.0,,4.0,0,,,1449620.638
12182,0.027980635102978584,8.0,,5.0,5.0,1,,,2880137.656
6514,0.028144744399770247,2.0,9.0,4.0,2.0,1,13.0,0.3076923076923077,2481309.532
6849,0.026913924673832773,9.0,,5.0,6.0,5,,,2719922.333
2534,0.02478050381554115,,2.0,1.0,4.0,4,3.0,0.3333333333333333,1807320.816
4261,0.028555017641749406,5.0,4.0,,4.0,2,,,1680158.783
1598,0.028555017641749406,5.0,1.0,1.0,,2,2.0,0.5,1161221.874
6166,0.027980635102978584,2.0,4.0,1.0,5.0,1,5.0,0.2,1475225.65
2284,0.028965290883728564,10.0,1.0,5.0,3.0,1,6.0,0.8333333333333334,2040305.931
5362,,10.0,6.0,4.0,1.0,-1,10.0,0.4,4077150.995
1208,0.027652416509395258,9.0,5.0,1.0,,2,6.0,0.16666666666666666,1202974.226
4828,0.028390908344957742,10.0,,4.0,2.0,2,,,2479409.748
11707,0.026667760728645278,4.0,2.0,7.0,2.0,4,9.0,0.7777777777777778,1975906.163
1176,0.02830885369656191,,4.0,1.0,3.0,5,5.0,0.2,2369762.251
335,0.026585706080249447,1.0,,1.0,4.0,3,,,1180938.429
5258,0.027078033970624436,7.0,8.0,,3.0,0,,,2333846.601
374,0.028390908344957742,5.0,1.0,1.0,3.0,3,2.0,0.5,1063622.213
894,0.028555017641749406,4.0,3.0,1.0,,2,4.0,0.25,1168190.03
377,0.027980635102978584,6.0,5.0,2.0,2.0,5,7.0,0.2857142857142857,1948033.005
7356,0.028965290883728564,3.0,3.0,6.0,,1,9.0,0.6666666666666666,1535730.145
1608,0.028637072290145237,7.0,4.0,2.0,3.0,4,6.0,0.3333333333333333,1862522.587
30,0.028555017641749406,2.0,,2.0,1.0,2,,,1275483.964
9010,,6.0,9.0,5.0,4.0,-1,14.0,0.35714285714285715,3001242.07
4278,0.027980635102978584,8.0,6.0,5.0,1.0,1,11.0,0.45454545454545453,2744803.628
3229,0.026667760728645278,,5.0,4.0,3.0,4,9.0,0.4444444444444444,2115151.012
1943,0.028555017641749406,10.0,4.0,2.0,,2,6.0,0.3333333333333333,1653786.176
11240,0.027652416509395258,2.0,3.0,6.0,4.0,2,9.0,0.6666666666666666,1277861.429
3516,0.026995979322228605,2.0,,2.0,1.0,4,,,2916761.729
1101,0.02773447115779109,7.0,1.0,,5.0,5,,,1253799.043
416,0.025601050299499467,4.0,,3.0,6.0,3,,,1002934.233
6187,0.028555017641749406,7.0,3.0,7.0,,2,10.0,0.7,1250616.549
4580,,5.0,7.0,3.0,3.0,-1,10.0,0.3,2606455.181
5693,,10.0,9.0,6.0,2.0,-1,15.0,0.4,4843482.865
1541,0.028637072290145237,,2.0,1.0,1.0,0,3.0,0.3333333333333333,1775192.277
8773,0.027898580454582753,6.0,8.0,4.0,5.0,4,12.0,0.3333333333333333,3877688.458
5950,0.026503651431853615,10.0,6.0,7.0,5.0,4,13.0,0.5384615384615384,6330312.356
6824,,,9.0,6.0,5.0,-1,15.0,0.4,4747867.528
8374,0.025601050299499467,7.0,1.0,4.0,5.0,3,5.0,0.8,908427.3039
1365,0.028555017641749406,,2.0,1.0,3.0,3,3.0,0.3333333333333333,1341886.894
1387,0.028637072290145237,3.0,7.0,,1.0,4,,,2915615.09
11592,,7.0,9.0,5.0,1.0,-1,14.0,0.35714285714285715,2694343.184
12052,0.0303602199064577,10.0,1.0,2.0,5.0,2,3.0,0.6666666666666666,2197536.428
781,0.02830885369656191,6.0,3.0,5.0,,5,8.0,0.625,1989224.244
3592,0.026995979322228605,8.0,3.0,1.0,1.0,4,4.0,0.25,2796881.912
8752,0.025601050299499467,4.0,6.0,1.0,1.0,3,7.0,0.14285714285714285,1754927.966
1708,0.02830885369656191,1.0,4.0,2.0,4.0,5,6.0,0.3333333333333333,1472245.589
9336,0.027898580454582753,,6.0,3.0,5.0,4,9.0,0.3333333333333333,3550796.992
1861,0.028555017641749406,7.0,5.0,1.0,4.0,3,6.0,0.16666666666666666,1794023.587
12509,0.026995979322228605,3.0,,3.0,4.0,4,,,2021418.297
1351,0.028390908344957742,,3.0,2.0,4.0,3,5.0,0.4,1332135.249
4433,,4.0,6.0,1.0,2.0,-1,7.0,0.14285714285714285,2477513.115
12234,0.02674981537704111,,4.0,4.0,3.0,2,8.0,0.5,1379489.339
5835,0.028144744399770247,8.0,,3.0,6.0,1,,,2812165.393
251,0.028390908344957742,4.0,3.0,2.0,3.0,2,5.0,0.4,901214.4895
3492,0.02478050381554115,10.0,6.0,5.0,3.0,4,11.0,0.45454545454545453,4686034.077
1019,,6.0,5.0,1.0,3.0,-1,6.0,0.16666666666666666,1427245.065
3361,0.028390908344957742,7.0,4.0,1.0,,2,5.0,0.2,915455.5493
11538,0.029129400180520227,2.0,,7.0,2.0,0,,,2375675.686
1927,0.028965290883728564,2.0,8.0,7.0,5.0,1,15.0,0.4666666666666667,2228516.471
789,0.027570361860999426,,2.0,1.0,4.0,5,3.0,0.3333333333333333,4001477.777
3605,0.026667760728645278,3.0,2.0,2.0,,4,4.0,0.5,1868431.913
5175,0.028062689751374416,6.0,1.0,6.0,,1,7.0,0.8571428571428571,1095440.438
12375,0.028637072290145237,2.0,1.0,7.0,6.0,4,8.0,0.875,1545571.397
9020,0.02830885369656191,,9.0,2.0,1.0,5,11.0,0.18181818181818182,3232513.078
171,0.028555017641749406,6.0,5.0,,4.0,2,,,1516604.618
11894,0.027980635102978584,,2.0,5.0,2.0,1,7.0,0.7142857142857143,1171228.71
3364,0.0288011815869369,8.0,2.0,2.0,3.0,1,4.0,0.5,1545885.583
3304,0.027570361860999426,6.0,3.0,6.0,2.0,5,9.0,0.6666666666666666,1685639.086
1459,0.028965290883728564,2.0,1.0,2.0,2.0,1,3.0,0.6666666666666666,779184.0702
600,0.028144744399770247,,6.0,2.0,1.0,1,8.0,0.25,1805429.992
359,0.028062689751374416,7.0,4.0,7.0,,1,11.0,0.6363636363636364,1461717.076
3141,0.027898580454582753,1.0,5.0,,4.0,4,,,2770022.415
3884,,5.0,5.0,2.0,4.0,-1,7.0,0.2857142857142857,2312045.956
1120,0.027570361860999426,6.0,,3.0,3.0,5,,,1190533.285
5640,0.027980635102978584,7.0,9.0,6.0,2.0,1,15.0,0.4,2543959.237
9367,,6.0,9.0,5.0,2.0,-1,14.0,0.35714285714285715,2486992.885
1306,0.02773447115779109,7.0,,2.0,1.0,5,,,1405123.984
5011,0.02978583736768688,4.0,9.0,3.0,3.0,3,12.0,0.25,3120491.221
9876,0.028637072290145237,8.0,4.0,6.0,6.0,0,10.0,0.6,2737239.837
9411,0.028390908344957742,9.0,8.0,3.0,4.0,3,11.0,0.2727272727272727,1933224.884
837,0.028555017641749406,5.0,1.0,,1.0,3,,,1297833.322
162,0.028062689751374416,4.0,5.0,2.0,2.0,1,7.0,0.2857142857142857,1449075.89
2556,0.02822679904816608,3.0,3.0,5.0,2.0,5,8.0,0.625,1974296.447
1863,0.02773447115779109,3.0,4.0,5.0,2.0,5,9.0,0.5555555555555556,2023556.839
5845,0.027980635102978584,8.0,5.0,2.0,1.0,5,7.0,0.2857142857142857,2818822.136
3797,0.02822679904816608,5.0,9.0,,2.0,5,,,3692143.362
6962,0.027980635102978584,3.0,2.0,,,5,,,1759221.217
8737,0.02633954213506195,8.0,2.0,4.0,6.0,0,6.0,0.6666666666666666,1891074.467
5015,0.02830885369656191,9.0,2.0,3.0,6.0,2,5.0,0.6,1062199.464
9631,0.028555017641749406,3.0,2.0,7.0,2.0,2,9.0,0.7777777777777778,1335064.017
891,0.02773447115779109,4.0,4.0,2.0,4.0,5,6.0,0.3333333333333333,1706297.676
6242,0.027898580454582753,9.0,4.0,2.0,3.0,4,6.0,0.3333333333333333,2060922.53
4121,0.02830885369656191,4.0,8.0,,4.0,2,,,2412892.668
44,0.027898580454582753,7.0,3.0,1.0,,4,4.0,0.25,2082489.776
5124,0.028637072290145237,5.0,7.0,5.0,2.0,0,12.0,0.4166666666666667,2915364.532
2398,0.025601050299499467,4.0,,1.0,1.0,3,,,887188.7769
1303,0.02732419791581193,5.0,2.0,1.0,2.0,0,3.0,0.3333333333333333,1392473.561
9077,0.026503651431853615,3.0,,2.0,1.0,4,,,3103427.21
2317,0.027570361860999426,,4.0,2.0,4.0,5,6.0,0.3333333333333333,1824189.672
3557,0.026503651431853615,2.0,1.0,1.0,,4,2.0,0.5,1382075.151
271,0.02674981537704111,7.0,2.0,5.0,1.0,2,7.0,0.7142857142857143,1025927.745
4734,0.028390908344957742,8.0,2.0,4.0,4.0,2,6.0,0.6666666666666666,1614802.187
9361,0.026667760728645278,2.0,6.0,7.0,2.0,4,13.0,0.5384615384615384,2700929.299
7159,,8.0,4.0,7.0,2.0,-1,11.0,0.6363636363636364,2897727.342
2227,,2.0,2.0,1.0,6.0,-1,3.0,0.3333333333333333,1007380.972
1300,,6.0,,6.0,,-1,,,2580801.514
12329,0.027078033970624436,7.0,9.0,4.0,3.0,0,13.0,0.3076923076923077,2502130.152
4523,0.026995979322228605,4.0,8.0,2.0,4.0,4,10.0,0.2,3291615.213
5977,0.0303602199064577,7.0,,4.0,6.0,2,,,1590020.827
965,0.027898580454582753,3.0,1.0,,2.0,4,,,1858817.59
10882,0.028637072290145237,10.0,,2.0,2.0,4,,,5122422.454
9842,0.026585706080249447,5.0,5.0,6.0,2.0,3,11.0,0.5454545454545454,2704508.115
1204,0.027570361860999426,9.0,2.0,4.0,5.0,5,6.0,0.6666666666666666,1185993.835
1970,0.028390908344957742,3.0,1.0,,3.0,2,,,771450.9641
3574,0.028144744399770247,2.0,6.0,4.0,3.0,1,10.0,0.4,1909720.936
12049,0.02830885369656191,2.0,4.0,,1.0,2,,,1517242.581
2730,0.026503651431853615,7.0,2.0,3.0,1.0,4,5.0,0.6,1671004.047
8760,0.027652416509395258,10.0,2.0,5.0,5.0,2,7.0,0.7142857142857143,2397122.47
3077,0.02773447115779109,8.0,8.0,5.0,4.0,5,13.0,0.38461538461538464,3674282.972
1379,0.02978583736768688,,3.0,1.0,3.0,3,4.0,0.25,1590526.624
6016,,9.0,3.0,2.0,3.0,-1,5.0,0.4,1375911.363
1161,0.027570361860999426,,5.0,2.0,4.0,5,7.0,0.2857142857142857,1897107.528
2610,0.02822679904816608,10.0,3.0,1.0,1.0,5,4.0,0.25,4221597.092
1018,0.025601050299499467,4.0,4.0,1.0,2.0,3,5.0,0.2,1326768.596
11745,0.0303602199064577,2.0,5.0,3.0,3.0,2,8.0,0.375,1685777.418
6784,0.02830885369656191,9.0,8.0,6.0,4.0,5,14.0,0.42857142857142855,2716034.269
2896,0.028390908344957742,1.0,4.0,1.0,1.0,3,5.0,0.2,1278151.577
3144,0.028144744399770247,5.0,5.0,3.0,4.0,1,8.0,0.375,2180317.44
4715,0.0288011815869369,2.0,5.0,1.0,3.0,1,6.0,0.16666666666666666,1475655.036
2343,0.026503651431853615,8.0,1.0,2.0,4.0,4,3.0,0.6666666666666666,2642373.237
291,0.02830885369656191,,1.0,2.0,1.0,5,3.0,0.6666666666666666,1185458.689
1187,0.028144744399770247,10.0,1.0,2.0,,1,3.0,0.6666666666666666,1999740.541
4452,0.025601050299499467,3.0,7.0,7.0,6.0,3,14.0,0.5,2412210.912
2131,,8.0,4.0,3.0,6.0,-1,7.0,0.42857142857142855,3059318.302
815,0.027980635102978584,5.0,2.0,1.0,4.0,1,3.0,0.3333333333333333,1464686.136
343,0.02773447115779109,,3.0,1.0,1.0,5,4.0,0.25,1765378.527
7985,,9.0,9.0,6.0,2.0,-1,15.0,0.4,2883661.591
12927,0.028390908344957742,8.0,7.0,,5.0,3,,,2643185.129
8415,0.026913924673832773,10.0,8.0,5.0,2.0,5,13.0,0.38461538461538464,8593197.387
11006,0.027980635102978584,5.0,6.0,,3.0,5,,,2943184.37
183,0.02773447115779109,8.0,9.0,6.0,3.0,0,15.0,0.4,3623030.757
569,,1.0,5.0,1.0,1.0,-1,6.0,0.16666666666666666,1387906.766
3395,0.0288011815869369,8.0,1.0,6.0,2.0,1,7.0,0.8571428571428571,1432929.565
11765,0.028637072290145237,6.0,3.0,,2.0,4,,,1763194.823
3358,0.028390908344957742,8.0,2.0,,2.0,2,,,1105520.538
3148,,8.0,3.0,1.0,3.0,-1,4.0,0.25,1692160.053
4038,0.02732419791581193,6.0,2.0,6.0,,0,8.0,0.75,1310128.895
12609,0.02633954213506195,4.0,5.0,1.0,6.0,0,6.0,0.16666666666666666,1840869.981
3281,0.0288011815869369,8.0,1.0,3.0,,2,4.0,0.75,1802891.259
1509,0.02830885369656191,8.0,2.0,1.0,6.0,5,3.0,0.3333333333333333,2332290.993
1296,0.029129400180520227,,3.0,7.0,6.0,0,10.0,0.7,1811129.7
415,0.02822679904816608,5.0,7.0,6.0,6.0,5,13.0,0.46153846153846156,3363740.241
12520,0.026503651431853615,7.0,6.0,5.0,2.0,4,11.0,0.45454545454545453,2778637.135
2627,0.025847214244686962,9.0,1.0,2.0,2.0,1,3.0,0.6666666666666666,831938.0655
3567,0.028965290883728564,10.0,,5.0,2.0,1,,,2826488.626
3131,0.026995979322228605,10.0,1.0,2.0,2.0,4,3.0,0.6666666666666666,4854548.02
4059,0.028965290883728564,2.0,,2.0,6.0,1,,,2298146.82
10245,0.02732419791581193,5.0,3.0,6.0,4.0,0,9.0,0.6666666666666666,1867275.637
9580,0.027898580454582753,8.0,1.0,2.0,6.0,4,3.0,0.6666666666666666,2676722.445
1200,0.0288011815869369,5.0,5.0,,3.0,2,,,2045910.497
10806,0.02830885369656191,10.0,7.0,1.0,4.0,2,8.0,0.125,3927940.105
2271,,7.0,3.0,2.0,1.0,-1,5.0,0.4,1068959.842
133,,10.0,5.0,1.0,4.0,-1,6.0,0.16666666666666666,2400608.039
2996,0.02773447115779109,2.0,3.0,4.0,1.0,0,7.0,0.5714285714285714,1300103.417
537,0.02830885369656191,9.0,5.0,,3.0,2,,,1403172.446
3817,,,5.0,,6.0,-1,,,2558763.887
10564,0.02732419791581193,4.0,4.0,7.0,3.0,0,11.0,0.6363636363636364,1781349.974
7417,0.0303602199064577,5.0,3.0,,1.0,2,,,1609103.892
1660,0.028390908344957742,,2.0,1.0,2.0,3,3.0,0.3333333333333333,1044916.205
544,0.026503651431853615,6.0,1.0,5.0,5.0,4,6.0,0.8333333333333334,1879360.056
5997,,5.0,,6.0,2.0,-1,,,3482262.81
12946,0.028965290883728564,9.0,7.0,,1.0,1,,,1732739.025
3892,0.026913924673832773,9.0,1.0,1.0,2.0,5,2.0,0.5,2854608.897
2275,0.028965290883728564,8.0,2.0,2.0,,1,4.0,0.5,1550090.888
3651,0.0303602199064577,9.0,5.0,1.0,3.0,2,6.0,0.16666666666666666,1435898.246
9021,0.028062689751374416,,7.0,5.0,6.0,1,12.0,0.4166666666666667,3865473.041
79,0.026913924673832773,10.0,3.0,2.0,3.0,5,5.0,0.4,13449422.32
2949,0.028637072290145237,2.0,3.0,1.0,1.0,0,4.0,0.25,1211623.662
1474,0.028555017641749406,7.0,,6.0,1.0,3,,,2729583.643
4947,0.0288011815869369,9.0,2.0,3.0,,2,5.0,0.6,1093672.541
6050,0.02478050381554115,5.0,4.0,7.0,3.0,4,11.0,0.6363636363636364,2540478.105
9936,0.029129400180520227,4.0,4.0,5.0,4.0,0,9.0,0.5555555555555556,1734292.253
3388,0.026995979322228605,8.0,1.0,2.0,,4,3.0,0.6666666666666666,2359680.405
2759,0.02830885369656191,6.0,5.0,1.0,,2,6.0,0.16666666666666666,1608694.877
1583,0.027570361860999426,9.0,,2.0,3.0,5,,,1486538.278
3788,0.028965290883728564,8.0,9.0,1.0,,1,10.0,0.1,2997190.454
4034,0.02830885369656191,9.0,,5.0,4.0,2,,,1250452.183
12135,0.028062689751374416,4.0,1.0,6.0,1.0,1,7.0,0.8571428571428571,992963.9507
4187,0.028555017641749406,,2.0,2.0,5.0,3,4.0,0.5,1262859.847
5701,0.029129400180520227,3.0,,5.0,5.0,0,,,2559215.236
7176,0.026503651431853615,7.0,1.0,6.0,4.0,4,7.0,0.8571428571428571,1695350.654
8045,0.02674981537704111,8.0,3.0,3.0,4.0,2,6.0,0.5,1788913.145
8197,0.02822679904816608,,9.0,5.0,5.0,5,14.0,0.35714285714285715,5928896.965
10988,,5.0,2.0,7.0,3.0,-1,9.0,0.7777777777777778,1667249.175
3478,0.027570361860999426,10.0,4.0,6.0,6.0,5,10.0,0.6,3842272.715
7647,0.0303602199064577,10.0,3.0,1.0,,2,4.0,0.25,2674121.43
1519,0.028390908344957742,,9.0,4.0,4.0,2,13.0,0.3076923076923077,2316529.227
12742,0.028637072290145237,9.0,5.0,3.0,2.0,0,8.0,0.375,1645869.134
2063,0.027078033970624436,2.0,6.0,,2.0,0,,,1951550.022
4282,0.027980635102978584,4.0,,6.0,5.0,5,,,2155444.402
11558,0.027652416509395258,,4.0,7.0,1.0,2,11.0,0.6363636363636364,1560565.874
3426,0.027980635102978584,4.0,5.0,2.0,2.0,1,7.0,0.2857142857142857,1654971.224
1276,0.028144744399770247,4.0,,1.0,4.0,1,,,664314.3465
2972,0.02830885369656191,8.0,5.0,1.0,3.0,2,6.0,0.16666666666666666,2455628.809
1840,0.028965290883728564,1.0,3.0,1.0,3.0,1,4.0,0.25,852664.7579
4679,0.029129400180520227,,1.0,4.0,,0,5.0,0.8,1028252.485
1396,0.028555017641749406,3.0,1.0,1.0,4.0,3,2.0,0.5,1327392.933
602,0.0288011815869369,,5.0,7.0,4.0,1,12.0,0.5833333333333334,1658328.554
2095,0.028555017641749406,5.0,,7.0,3.0,2,,,1285931.928
2700,0.028062689751374416,6.0,5.0,1.0,3.0,1,6.0,0.16666666666666666,1486507.905
1058,0.0303602199064577,7.0,3.0,2.0,4.0,2,5.0,0.4,1195358.177
371,,3.0,2.0,1.0,4.0,-1,3.0,0.3333333333333333,1356267.706
9055,0.028062689751374416,5.0,9.0,4.0,6.0,1,13.0,0.3076923076923077,2908485.397
1638,0.027980635102978584,3.0,3.0,,3.0,5,,,1771430.611
8624,0.027078033970624436,4.0,,1.0,3.0,0,,,2600227.742
230,0.026995979322228605,4.0,5.0,,3.0,4,,,2296074.384
1173,0.027652416509395258,2.0,2.0,1.0,4.0,2,3.0,0.3333333333333333,914752.5784
12668,0.026995979322228605,8.0,2.0,5.0,4.0,4,7.0,0.7142857142857143,2734182.844
5298,0.028637072290145237,4.0,,3.0,3.0,0,,,1388339.985
10729,0.02773447115779109,7.0,2.0,3.0,6.0,5,5.0,0.6,1321523.503
1997,,6.0,4.0,2.0,4.0,-1,6.0,0.3333333333333333,1412222.093
806,0.026585706080249447,7.0,5.0,1.0,4.0,3,6.0,0.16666666666666666,1729943.868
9476,0.028555017641749406,2.0,,6.0,1.0,3,,,1899956.291
1900,0.0288011815869369,7.0,4.0,1.0,2.0,2,5.0,0.2,1510601.037
10712,0.02773447115779109,3.0,1.0,4.0,3.0,0,5.0,0.8,1215851.298
1622,0.02822679904816608,4.0,1.0,5.0,,5,6.0,0.8333333333333334,1344618.912
1501,0.028390908344957742,9.0,8.0,6.0,4.0,2,14.0,0.42857142857142855,2005174.155
3740,0.027570361860999426,9.0,4.0,1.0,4.0,5,5.0,0.2,1375266.38
945,0.02830885369656191,7.0,8.0,7.0,1.0,5,15.0,0.4666666666666667,2952487.359
12224,0.0288011815869369,2.0,2.0,4.0,3.0,1,6.0,0.6666666666666666,1034954.583
2017,,5.0,4.0,1.0,3.0,-1,5.0,0.2,1829465.15
7311,0.0288011815869369,6.0,,1.0,3.0,2,,,2816308.907
1128,,6.0,4.0,4.0,2.0,-1,8.0,0.5,1979506.265
3027,,5.0,3.0,2.0,3.0,-1,5.0,0.4,1435126.129
2081,,8.0,5.0,2.0,3.0,-1,7.0,0.2857142857142857,3653889.37
446,0.027898580454582753,8.0,2.0,2.0,2.0,4,4.0,0.5,3225484.923
1716,0.02732419791581193,3.0,,,3.0,0,,,1327237.103
2962,0.026667760728645278,8.0,8.0,,5.0,4,,,4543362.583
1938,0.028062689751374416,,4.0,,3.0,1,,,2609368.64
10127,0.028390908344957742,3.0,5.0,6.0,4.0,3,11.0,0.5454545454545454,1927812.56
12476,0.028390908344957742,10.0,,4.0,3.0,3,,,4260068.741
1171,0.02773447115779109,1.0,3.0,2.0,3.0,5,5.0,0.4,1530812.819
2716,0.028390908344957742,6.0,3.0,2.0,4.0,3,5.0,0.4,1261967.259
4356,0.02633954213506195,2.0,7.0,7.0,3.0,0,14.0,0.5,2198943.715
2830,0.028637072290145237,6.0,4.0,,2.0,4,,,2026581.617
6294,0.028390908344957742,4.0,,4.0,3.0,2,,,1145003.24
2498,0.02830885369656191,5.0,3.0,,3.0,2,,,1665566.338
2568,,4.0,6.0,,6.0,-1,,,2044638.515
1346,0.02773447115779109,6.0,6.0,3.0,6.0,5,9.0,0.3333333333333333,2311163.609
1358,0.026995979322228605,8.0,6.0,3.0,4.0,4,9.0,0.3333333333333333,3843364.556
9274,0.026995979322228605,7.0,4.0,1.0,1.0,4,5.0,0.2,1916413.788
12523,0.028555017641749406,6.0,8.0,,5.0,3,,,2843936.811
3704,0.02478050381554115,5.0,7.0,2.0,,4,9.0,0.2222222222222222,3041025.56
5212,0.025601050299499467,10.0,3.0,2.0,4.0,3,5.0,0.4,2435751.531
10544,0.028965290883728564,9.0,,3.0,1.0,1,,,1029155.44
485,0.025601050299499467,7.0,,4.0,,3,,,1241260.98
1482,0.0303602199064577,2.0,6.0,3.0,6.0,2,9.0,0.3333333333333333,1940857.943
3719,,8.0,3.0,2.0,4.0,-1,5.0,0.4,2571310.158
3215,0.027652416509395258,,1.0,1.0,1.0,2,2.0,0.5,736765.0507
3775,0.027078033970624436,5.0,2.0,2.0,2.0,0,4.0,0.5,1496299.593
9878,0.0288011815869369,8.0,7.0,3.0,1.0,1,10.0,0.3,2613847.903
2019,,5.0,9.0,4.0,3.0,-1,13.0,0.3076923076923077,2833335.973
3982,0.027570361860999426,5.0,7.0,5.0,6.0,5,12.0,0.4166666666666667,3044192.116
2797,0.028062689751374416,6.0,1.0,1.0,,1,2.0,0.5,874836.9969
1831,0.025601050299499467,10.0,7.0,3.0,3.0,3,10.0,0.3,3605475.572
297,0.026503651431853615,,5.0,6.0,3.0,4,11.0,0.5454545454545454,3157920.33
12924,0.0288011815869369,4.0,1.0,4.0,3.0,1,5.0,0.8,972283.7424
